Station,Date,Tmax,Tmin,Tavg,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,SnowFall,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,year,day,month,snow,smoke,fog,drizzle,rain,mist,storm,h_fog,haze,week,tavg_lag_1,tavg_lag_3,tavg_lag_7,preciptotal_lag_1,preciptotal_lag_3,preciptotal_lag_7,sunrise_clean,sunset_clean,DaylightHrs,DaylightHrs_lag_1,DaylightHrs_lag_3,DaylightHrs_lag_7,relhum,relhum_lag_1,relhum_lag_3,relhum_lag_7
2,2013-10-01,79,62,71,61,64,0,6,548,1734,0.0,0.0,29.28,29.92,11.9,21,11.5,2013,1,Oct,0,0,0,0,0,1,0,0,1,40,71.0,61.0,70.0,0.0,0.0,0.2,1900-01-01 05:48:00,1900-01-01 17:34:00,11,11.0,11.0,11.0,70.72120769774057,73.263968047143,64.64444340956928,61.17608708222083
1,2013-10-02,76,62,69,50,59,0,4,549,1732,0.0,0.0,29.31,30.02,4.7,7,6.4,2013,2,Oct,0,0,0,0,0,1,0,0,0,40,71.0,63.0,72.0,0.0,0.0,0.02,1900-01-01 05:49:00,1900-01-01 17:32:00,11,11.0,11.0,11.0,50.796256339852455,70.72120769774057,55.89077417584196,53.15734946926977
2,2013-10-02,77,64,71,50,59,0,6,549,1732,0.0,0.0,29.37,30.02,5.2,7,7.3,2013,2,Oct,0,0,0,0,0,1,0,0,1,40,69.0,71.0,60.0,0.0,0.0,0.18,1900-01-01 05:49:00,1900-01-01 17:32:00,11,11.0,11.0,11.0,47.452541134851316,50.796256339852455,73.263968047143,66.97909474825738
1,2013-10-03,78,60,69,65,67,0,4,550,1730,0.0,0.12,29.19,29.91,7.4,19,7.9,2013,3,Oct,0,0,0,1,0,1,0,1,0,40,71.0,71.0,68.0,0.0,0.0,0.22,1900-01-01 05:50:00,1900-01-01 17:30:00,11,11.0,11.0,11.0,87.11351272408801,47.452541134851316,70.72120769774057,48.78466651437078
2,2013-10-03,78,64,71,65,67,0,6,550,1730,0.0,0.8,29.26,29.91,7.1,19,7.7,2013,3,Oct,0,0,0,1,0,1,0,1,1,40,69.0,69.0,61.0,0.12,0.0,0.0,1900-01-01 05:50:00,1900-01-01 17:30:00,11,11.0,11.0,11.0,81.37917720322275,87.11351272408801,50.796256339852455,64.64444340956928
1,2013-10-04,74,65,70,65,66,0,5,552,1729,0.0,0.001,29.23,29.94,2.6,12,6.2,2013,4,Oct,0,0,0,0,0,1,0,0,0,40,71.0,71.0,63.0,0.8,0.0,0.0,1900-01-01 05:52:00,1900-01-01 17:29:00,11,11.0,11.0,11.0,84.19138830927866,81.37917720322275,47.452541134851316,55.89077417584196
2,2013-10-04,76,66,71,64,66,0,6,552,1729,0.0,0.0,29.29,29.94,2.0,16,6.0,2013,4,Oct,0,0,0,0,0,1,0,0,1,40,70.0,69.0,71.0,0.001,0.12,0.0,1900-01-01 05:52:00,1900-01-01 17:29:00,11,11.0,11.0,11.0,78.59081916079786,84.19138830927866,87.11351272408801,73.263968047143
1,2013-10-05,80,61,71,66,68,0,6,553,1727,0.0,0.82,29.11,29.84,5.2,19,6.4,2013,5,Oct,0,0,0,0,1,1,0,0,0,40,71.0,71.0,71.0,0.0,0.8,0.0,1900-01-01 05:53:00,1900-01-01 17:27:00,11,11.0,11.0,11.0,84.25374349202288,78.59081916079786,81.37917720322275,70.72120769774057
2,2013-10-05,81,65,73,66,68,0,8,553,1727,0.0,0.68,29.18,29.83,6.7,19,8.1,2013,5,Oct,0,0,0,0,0,1,0,0,1,40,71.0,70.0,69.0,0.82,0.001,0.0,1900-01-01 05:53:00,1900-01-01 17:27:00,11,11.0,11.0,11.0,78.75339135041786,84.25374349202288,84.19138830927866,50.796256339852455
1,2013-10-06,64,45,55,44,49,10,0,554,1725,0.0,0.09,29.02,29.75,8.7,25,9.5,2013,6,Oct,0,0,0,0,0,0,0,0,0,40,73.0,71.0,71.0,0.68,0.0,0.0,1900-01-01 05:54:00,1900-01-01 17:25:00,11,11.0,11.0,11.0,66.37559386689247,78.75339135041786,78.59081916079786,47.452541134851316
2,2013-10-06,76,48,62,44,50,3,0,554,1725,0.0,0.06,29.1,29.76,10.1,25,10.6,2013,6,Oct,0,0,0,1,0,1,0,0,0,40,55.0,71.0,69.0,0.09,0.82,0.12,1900-01-01 05:54:00,1900-01-01 17:25:00,11,11.0,11.0,11.0,51.664706632630455,66.37559386689247,84.25374349202288,87.11351272408801
1,2013-10-07,68,45,57,45,50,8,0,555,1724,0.0,0.001,29.23,29.92,6.1,28,9.0,2013,7,Oct,0,0,0,0,0,0,0,0,0,41,62.0,73.0,71.0,0.06,0.68,0.8,1900-01-01 05:55:00,1900-01-01 17:24:00,11,11.0,11.0,11.0,64.13917977601092,51.664706632630455,78.75339135041786,81.37917720322275
2,2013-10-07,67,45,56,44,50,9,0,555,1724,0.0,0.0,29.3,29.94,6.3,26,9.1,2013,7,Oct,0,0,0,0,0,0,0,0,0,41,57.0,55.0,70.0,0.001,0.09,0.001,1900-01-01 05:55:00,1900-01-01 17:24:00,11,11.0,11.0,11.0,64.01136459517144,64.13917977601092,66.37559386689247,84.19138830927866
1,2013-10-08,75,43,59,48,53,6,0,556,1722,0.0,0.0,29.42,30.13,4.7,18,5.6,2013,8,Oct,0,0,0,0,0,0,0,0,0,41,56.0,62.0,71.0,0.0,0.06,0.0,1900-01-01 05:56:00,1900-01-01 17:22:00,11,11.0,11.0,11.0,66.85957171977145,64.01136459517144,51.664706632630455,78.59081916079786
2,2013-10-08,76,49,63,46,53,2,0,556,1722,0.0,0.0,29.49,30.13,4.0,17,5.0,2013,8,Oct,0,0,0,0,0,0,0,0,0,41,59.0,57.0,71.0,0.0,0.001,0.82,1900-01-01 05:56:00,1900-01-01 17:22:00,11,11.0,11.0,11.0,53.81970776375709,66.85957171977145,64.13917977601092,84.25374349202288
1,2013-10-09,71,48,60,47,53,5,0,557,1720,0.0,0.0,29.45,30.18,3.6,12,4.6,2013,9,Oct,0,0,0,0,0,0,0,0,0,41,63.0,56.0,73.0,0.0,0.0,0.68,1900-01-01 05:57:00,1900-01-01 17:20:00,11,11.0,11.0,11.0,62.13880117480793,53.81970776375709,64.01136459517144,78.75339135041786
2,2013-10-09,70,52,61,47,53,4,0,557,1720,0.0,0.0,29.52,30.18,3.4,11,4.9,2013,9,Oct,0,0,0,0,0,0,0,0,0,41,60.0,59.0,55.0,0.0,0.0,0.09,1900-01-01 05:57:00,1900-01-01 17:20:00,11,11.0,11.0,11.0,59.9728651332341,62.13880117480793,66.85957171977145,66.37559386689247
1,2013-10-10,74,46,60,50,55,5,0,558,1719,0.0,0.0,29.37,30.11,2.9,13,3.9,2013,10,Oct,0,0,0,0,0,1,0,0,0,41,61.0,63.0,62.0,0.0,0.0,0.06,1900-01-01 05:58:00,1900-01-01 17:19:00,11,11.0,11.0,11.0,69.52129910095084,59.9728651332341,53.81970776375709,51.664706632630455
2,2013-10-10,75,51,63,49,55,2,0,558,1719,0.0,0.0,29.44,30.11,3.0,12,3.8,2013,10,Oct,0,0,0,0,0,0,0,0,0,41,60.0,60.0,57.0,0.0,0.0,0.001,1900-01-01 05:58:00,1900-01-01 17:19:00,11,11.0,11.0,11.0,60.244378525198464,69.52129910095084,62.13880117480793,64.13917977601092
1,2013-10-11,76,51,64,51,56,1,0,559,1717,0.0,0.0,29.28,30.02,7.3,14,7.7,2013,11,Oct,0,0,0,0,0,0,0,0,0,41,63.0,61.0,56.0,0.0,0.0,0.0,1900-01-01 05:59:00,1900-01-01 17:17:00,11,11.0,11.0,11.0,62.660499708431225,60.244378525198464,59.9728651332341,64.01136459517144
2,2013-10-11,77,56,67,48,56,0,2,559,1717,0.0,0.0,29.36,30.02,6.1,14,6.9,2013,11,Oct,0,0,0,0,0,0,0,0,0,41,64.0,60.0,59.0,0.0,0.0,0.0,1900-01-01 05:59:00,1900-01-01 17:17:00,11,11.0,11.0,11.0,50.49279234559083,62.660499708431225,69.52129910095084,66.85957171977145
1,2013-10-12,73,46,60,54,57,5,0,600,1715,0.0,0.12,29.32,30.02,5.7,21,7.4,2013,12,Oct,0,0,0,0,0,1,0,0,0,41,67.0,63.0,63.0,0.0,0.0,0.0,1900-01-01 06:00:00,1900-01-01 17:15:00,11,11.0,11.0,11.0,80.55880723557199,50.49279234559083,60.244378525198464,53.81970776375709
2,2013-10-12,73,53,63,52,57,2,0,600,1715,0.0,0.01,29.39,30.02,6.0,21,8.6,2013,12,Oct,0,0,0,0,0,0,0,0,0,41,60.0,64.0,60.0,0.12,0.0,0.0,1900-01-01 06:00:00,1900-01-01 17:15:00,11,11.0,11.0,11.0,67.33418364655738,80.55880723557199,62.660499708431225,62.13880117480793
1,2013-10-13,64,44,54,41,48,11,0,602,1714,0.0,0.0,29.62,30.32,5.3,32,6.6,2013,13,Oct,0,0,0,0,0,0,0,0,0,41,63.0,67.0,61.0,0.01,0.0,0.0,1900-01-01 06:02:00,1900-01-01 17:14:00,11,11.0,11.0,11.0,61.33819144180364,67.33418364655738,50.49279234559083,59.9728651332341
2,2013-10-13,65,46,56,40,48,9,0,602,1714,0.0,0.0,29.68,30.33,3.1,34,5.0,2013,13,Oct,0,0,0,0,0,0,0,0,0,41,54.0,60.0,60.0,0.0,0.12,0.0,1900-01-01 06:02:00,1900-01-01 17:14:00,11,11.0,11.0,11.0,54.86626654204934,61.33819144180364,80.55880723557199,69.52129910095084
1,2013-10-14,62,42,52,44,49,13,0,603,1712,0.0,0.0,29.53,30.29,6.6,8,8.4,2013,14,Oct,0,0,0,0,0,0,0,0,0,42,56.0,63.0,63.0,0.0,0.01,0.0,1900-01-01 06:03:00,1900-01-01 17:12:00,11,11.0,11.0,11.0,74.07718406610022,54.86626654204934,67.33418364655738,60.244378525198464
2,2013-10-14,62,45,54,43,49,11,0,603,1712,0.0,0.0,29.59,30.29,7.2,8,8.4,2013,14,Oct,0,0,0,0,0,0,0,0,0,42,52.0,54.0,64.0,0.0,0.0,0.0,1900-01-01 06:03:00,1900-01-01 17:12:00,11,11.0,11.0,11.0,66.25311179191563,74.07718406610022,61.33819144180364,62.660499708431225
1,2013-10-15,64,49,57,51,54,8,0,604,1711,0.0,0.07,29.14,29.91,7.6,19,10.6,2013,15,Oct,0,0,0,0,0,1,0,0,0,42,54.0,56.0,67.0,0.0,0.0,0.0,1900-01-01 06:04:00,1900-01-01 17:11:00,11,11.0,11.0,11.0,80.32608126226427,66.25311179191563,54.86626654204934,50.49279234559083
2,2013-10-15,65,51,58,50,54,7,0,604,1711,0.0,0.09,29.22,29.92,6.9,19,9.7,2013,15,Oct,0,0,0,0,0,1,0,0,0,42,57.0,52.0,60.0,0.07,0.0,0.12,1900-01-01 06:04:00,1900-01-01 17:11:00,11,11.0,11.0,11.0,74.66855016325866,80.32608126226427,74.07718406610022,80.55880723557199
1,2013-10-16,54,47,51,45,48,14,0,605,1709,0.0,0.001,29.16,29.89,10.5,25,10.8,2013,16,Oct,0,0,0,1,0,0,0,0,0,42,58.0,54.0,63.0,0.09,0.0,0.01,1900-01-01 06:05:00,1900-01-01 17:09:00,11,11.0,11.0,11.0,79.84851092959062,74.66855016325866,66.25311179191563,67.33418364655738
2,2013-10-16,54,47,51,43,47,14,0,605,1709,0.0,0.001,29.23,29.91,10.5,25,10.7,2013,16,Oct,0,0,0,1,0,0,0,0,0,42,51.0,57.0,54.0,0.001,0.07,0.0,1900-01-01 06:05:00,1900-01-01 17:09:00,11,11.0,11.0,11.0,73.97674774710084,79.84851092959062,80.32608126226427,61.33819144180364
1,2013-10-17,53,40,47,44,46,18,0,606,1707,0.0,0.29,29.12,29.86,6.1,26,6.9,2013,17,Oct,0,0,0,0,0,1,0,0,0,42,51.0,58.0,56.0,0.001,0.09,0.0,1900-01-01 06:06:00,1900-01-01 17:07:00,11,11.0,11.0,11.0,89.24418724696409,73.97674774710084,74.66855016325866,54.86626654204934
2,2013-10-17,54,44,49,43,47,16,0,606,1707,0.0,0.17,29.2,29.88,7.1,24,7.9,2013,17,Oct,0,0,0,0,0,1,0,0,1,42,47.0,51.0,52.0,0.29,0.001,0.0,1900-01-01 06:06:00,1900-01-01 17:07:00,11,11.0,11.0,11.0,79.68563447538375,89.24418724696409,79.84851092959062,74.07718406610022
1,2013-10-18,50,39,45,40,43,20,0,607,1706,0.0,0.0,29.18,29.91,8.3,26,8.7,2013,18,Oct,0,0,0,0,0,0,0,0,0,42,49.0,51.0,54.0,0.17,0.001,0.0,1900-01-01 06:07:00,1900-01-01 17:06:00,10,11.0,11.0,11.0,82.50879354062522,79.68563447538375,73.97674774710084,66.25311179191563
2,2013-10-18,50,42,46,39,43,19,0,607,1706,0.0,0.0,29.26,29.93,7.9,25,8.6,2013,18,Oct,0,0,0,0,0,0,0,0,0,42,45.0,47.0,57.0,0.0,0.29,0.07,1900-01-01 06:07:00,1900-01-01 17:06:00,10,10.0,11.0,11.0,76.40058451686711,82.50879354062522,89.24418724696409,80.32608126226427
1,2013-10-19,54,42,48,37,42,17,0,608,1704,0.0,0.01,29.1,29.83,8.9,25,9.2,2013,19,Oct,0,0,0,0,0,0,0,0,0,42,46.0,49.0,58.0,0.0,0.17,0.09,1900-01-01 06:08:00,1900-01-01 17:04:00,10,10.0,11.0,11.0,65.50547105366735,76.40058451686711,79.68563447538375,74.66855016325866
2,2013-10-19,54,43,49,36,43,16,0,608,1704,0.0,0.01,29.17,29.85,10.1,24,10.4,2013,19,Oct,0,0,0,0,0,0,0,0,0,42,48.0,45.0,51.0,0.01,0.0,0.001,1900-01-01 06:08:00,1900-01-01 17:04:00,10,10.0,10.0,11.0,60.654068087870364,65.50547105366735,82.50879354062522,79.84851092959062
1,2013-10-20,61,36,49,42,46,16,0,610,1703,0.0,0.01,29.07,29.8,5.1,20,6.1,2013,20,Oct,0,0,0,0,0,0,0,0,0,42,49.0,46.0,51.0,0.01,0.0,0.001,1900-01-01 06:10:00,1900-01-01 17:03:00,10,10.0,10.0,11.0,76.67973507622571,60.654068087870364,76.40058451686711,73.97674774710084
2,2013-10-20,65,41,53,41,47,12,0,610,1703,0.0,0.02,29.15,29.82,7.5,21,8.4,2013,20,Oct,0,0,0,0,0,0,0,0,0,42,49.0,48.0,47.0,0.01,0.01,0.29,1900-01-01 06:10:00,1900-01-01 17:03:00,10,10.0,10.0,11.0,63.62427173608497,76.67973507622571,65.50547105366735,89.24418724696409
1,2013-10-21,55,33,44,31,38,21,0,611,1701,0.0,0.001,29.19,29.9,10.8,27,11.5,2013,21,Oct,0,0,0,0,0,0,0,0,0,43,53.0,49.0,49.0,0.02,0.01,0.17,1900-01-01 06:11:00,1900-01-01 17:01:00,10,10.0,10.0,11.0,59.95415392425404,63.62427173608497,60.654068087870364,79.68563447538375
2,2013-10-21,55,36,46,32,40,19,0,611,1701,0.0,0.03,29.26,29.92,10.3,27,10.8,2013,21,Oct,0,0,0,0,0,0,0,0,0,43,44.0,49.0,45.0,0.001,0.01,0.0,1900-01-01 06:11:00,1900-01-01 17:01:00,10,10.0,10.0,10.0,57.858633314654526,59.95415392425404,76.67973507622571,82.50879354062522
1,2013-10-22,42,29,36,31,34,29,0,612,1700,0.01,0.001,29.21,29.95,5.4,26,6.1,2013,22,Oct,0,0,0,0,0,0,0,0,0,43,46.0,53.0,46.0,0.03,0.02,0.0,1900-01-01 06:12:00,1900-01-01 17:00:00,10,10.0,10.0,10.0,81.83948345748162,57.858633314654526,63.62427173608497,76.40058451686711
2,2013-10-22,41,31,36,31,35,29,0,612,1700,0.01,0.03,29.28,29.97,4.6,26,5.4,2013,22,Oct,0,0,0,1,0,1,0,0,0,43,36.0,44.0,48.0,0.001,0.001,0.01,1900-01-01 06:12:00,1900-01-01 17:00:00,10,10.0,10.0,10.0,81.83948345748162,81.83948345748162,59.95415392425404,65.50547105366735
1,2013-10-23,46,32,39,27,34,26,0,613,1658,0.0,0.001,29.24,29.98,9.2,30,10.0,2013,23,Oct,0,0,0,0,0,0,0,0,0,43,36.0,46.0,49.0,0.03,0.03,0.01,1900-01-01 06:13:00,1900-01-01 16:58:00,10,10.0,10.0,10.0,61.74327425306263,81.83948345748162,57.858633314654526,60.654068087870364
2,2013-10-23,46,32,39,27,34,26,0,613,1658,0.0,0.001,29.32,30.0,9.2,29,9.2,2013,23,Oct,1,0,0,0,0,0,0,0,0,43,39.0,36.0,49.0,0.001,0.001,0.01,1900-01-01 06:13:00,1900-01-01 16:58:00,10,10.0,10.0,10.0,61.74327425306263,61.74327425306263,81.83948345748162,76.67973507622571
1,2013-10-24,44,31,38,25,33,27,0,614,1657,0.01,0.001,29.45,30.16,10.3,30,10.9,2013,24,Oct,0,0,0,0,0,0,0,0,0,43,39.0,36.0,53.0,0.001,0.03,0.02,1900-01-01 06:14:00,1900-01-01 16:57:00,10,10.0,10.0,10.0,59.09290431302432,61.74327425306263,81.83948345748162,63.62427173608497
2,2013-10-24,44,34,39,25,34,26,0,614,1657,0.01,0.0,29.52,30.2,9.2,30,9.9,2013,24,Oct,0,0,0,0,0,0,0,0,0,43,38.0,39.0,44.0,0.001,0.001,0.001,1900-01-01 06:14:00,1900-01-01 16:57:00,10,10.0,10.0,10.0,56.823361150021334,59.09290431302432,61.74327425306263,59.95415392425404
1,2013-10-25,51,29,40,26,35,25,0,616,1656,0.0,0.0,29.47,30.24,10.8,24,11.7,2013,25,Oct,0,0,0,0,0,0,0,0,0,43,39.0,39.0,46.0,0.0,0.001,0.03,1900-01-01 06:16:00,1900-01-01 16:56:00,10,10.0,10.0,10.0,56.9732060684437,56.823361150021334,61.74327425306263,57.858633314654526
2,2013-10-25,51,29,40,26,36,25,0,616,1656,0.0,0.0,29.57,30.28,10.4,23,11.3,2013,25,Oct,0,0,0,0,0,0,0,0,0,43,40.0,38.0,36.0,0.0,0.001,0.001,1900-01-01 06:16:00,1900-01-01 16:56:00,10,10.0,10.0,10.0,56.9732060684437,56.9732060684437,59.09290431302432,81.83948345748162
1,2013-10-26,55,37,46,29,39,19,0,617,1654,0.0,0.0,29.22,29.96,10.9,27,14.2,2013,26,Oct,0,0,0,0,0,0,0,0,0,43,40.0,39.0,36.0,0.0,0.0,0.03,1900-01-01 06:17:00,1900-01-01 16:54:00,10,10.0,10.0,10.0,51.21645903558794,56.9732060684437,56.823361150021334,81.83948345748162
2,2013-10-26,55,38,47,29,39,18,0,617,1654,0.0,0.0,29.3,29.98,10.5,26,13.4,2013,26,Oct,0,0,0,0,0,0,0,0,0,43,46.0,40.0,39.0,0.0,0.0,0.001,1900-01-01 06:17:00,1900-01-01 16:54:00,10,10.0,10.0,10.0,49.31860219573088,51.21645903558794,56.9732060684437,61.74327425306263
1,2013-10-27,54,29,42,29,37,23,0,618,1653,0.0,0.0,29.28,30.02,6.3,23,6.6,2013,27,Oct,0,0,0,0,0,0,0,0,0,43,47.0,40.0,39.0,0.0,0.0,0.001,1900-01-01 06:18:00,1900-01-01 16:53:00,10,10.0,10.0,10.0,59.66968595792813,49.31860219573088,56.9732060684437,61.74327425306263
2,2013-10-27,55,32,44,29,38,21,0,618,1653,0.0,0.0,29.37,30.05,6.4,23,6.7,2013,27,Oct,0,0,0,0,0,0,0,0,0,43,42.0,46.0,38.0,0.0,0.0,0.001,1900-01-01 06:18:00,1900-01-01 16:53:00,10,10.0,10.0,10.0,55.26253722189465,59.66968595792813,51.21645903558794,59.09290431302432
1,2013-10-28,53,35,44,37,41,21,0,619,1651,0.0,0.0,29.54,30.26,9.0,4,9.4,2013,28,Oct,0,0,0,0,0,0,0,0,0,44,44.0,47.0,39.0,0.0,0.0,0.0,1900-01-01 06:19:00,1900-01-01 16:51:00,10,10.0,10.0,10.0,76.21185519712301,55.26253722189465,49.31860219573088,56.823361150021334
2,2013-10-28,54,36,45,38,42,20,0,619,1651,0.0,0.0,29.6,30.26,8.8,4,10.3,2013,28,Oct,0,0,0,0,0,0,0,0,0,44,44.0,42.0,40.0,0.0,0.0,0.0,1900-01-01 06:19:00,1900-01-01 16:51:00,10,10.0,10.0,10.0,76.30648517580806,76.21185519712301,59.66968595792813,56.9732060684437
1,2013-10-29,57,42,50,40,45,15,0,620,1650,0.0,0.001,29.49,30.25,6.1,10,7.5,2013,29,Oct,0,0,0,0,0,0,0,0,0,44,45.0,44.0,40.0,0.0,0.0,0.0,1900-01-01 06:20:00,1900-01-01 16:50:00,10,10.0,10.0,10.0,68.37120805081076,76.30648517580806,55.26253722189465,56.9732060684437
2,2013-10-29,57,43,50,39,45,15,0,620,1650,0.0,0.001,29.57,30.26,5.9,11,6.6,2013,29,Oct,0,0,0,0,0,0,0,0,1,44,50.0,44.0,46.0,0.001,0.0,0.0,1900-01-01 06:20:00,1900-01-01 16:50:00,10,10.0,10.0,10.0,65.75713493377022,68.37120805081076,76.21185519712301,51.21645903558794
1,2013-10-30,63,43,53,52,53,12,0,622,1649,0.0,0.55,29.22,30.0,6.6,15,7.5,2013,30,Oct,0,0,0,0,0,1,0,0,1,44,50.0,45.0,47.0,0.001,0.0,0.0,1900-01-01 06:22:00,1900-01-01 16:49:00,10,10.0,10.0,10.0,96.39115281986984,65.75713493377022,76.30648517580806,49.31860219573088
2,2013-10-30,64,47,56,52,53,9,0,622,1649,0.0,1.16,29.29,30.01,5.3,14,6.2,2013,30,Oct,0,0,0,0,0,1,0,0,1,44,53.0,50.0,42.0,0.55,0.001,0.0,1900-01-01 06:22:00,1900-01-01 16:49:00,10,10.0,10.0,10.0,86.41171421696203,96.39115281986984,68.37120805081076,59.66968595792813
1,2013-10-31,64,46,55,56,57,10,0,623,1647,0.0,1.04,28.69,29.45,9.4,24,11.5,2013,31,Oct,0,0,0,0,0,1,0,0,0,44,56.0,50.0,44.0,1.16,0.001,0.0,1900-01-01 06:23:00,1900-01-01 16:47:00,10,10.0,10.0,10.0,103.69345238407767,86.41171421696203,65.75713493377022,55.26253722189465
2,2013-10-31,65,47,56,56,57,9,0,623,1647,0.0,2.03,28.77,29.47,9.5,23,11.4,2013,31,Oct,0,0,0,0,0,1,0,0,0,44,55.0,53.0,44.0,1.04,0.55,0.0,1900-01-01 06:23:00,1900-01-01 16:47:00,10,10.0,10.0,10.0,100.0,103.69345238407767,96.39115281986984,76.21185519712301
1,2014-05-01,49,42,46,38,42,19,0,448,1849,0.0,0.09,29.02,29.74,13.5,24,13.4,2014,1,May,0,0,0,1,0,1,0,0,0,18,56.0,56.0,45.0,2.03,1.16,0.0,1900-01-01 04:48:00,1900-01-01 18:49:00,14,10.0,10.0,10.0,73.4663164138612,100.0,86.41171421696203,76.30648517580806
2,2014-05-01,50,43,47,42,44,18,0,448,1849,0.0,0.09,29.1,29.76,14.1,24,14.0,2014,1,May,0,0,0,1,0,0,0,0,0,18,46.0,55.0,50.0,0.09,1.04,0.001,1900-01-01 04:48:00,1900-01-01 18:49:00,14,14.0,10.0,10.0,82.6526927433545,73.4663164138612,103.69345238407767,68.37120805081076
1,2014-05-02,53,46,50,39,45,15,0,447,1850,0.0,0.001,29.03,29.77,10.2,24,11.5,2014,2,May,0,0,0,0,0,0,0,0,0,18,47.0,56.0,50.0,0.09,2.03,0.001,1900-01-01 04:47:00,1900-01-01 18:50:00,14,14.0,10.0,10.0,65.75713493377022,82.6526927433545,100.0,65.75713493377022
2,2014-05-02,80,47,63,43,47,2,0,447,1850,0.0,0.04,29.1,29.79,10.7,23,11.9,2014,2,May,0,0,0,0,0,0,0,0,0,18,50.0,46.0,53.0,0.001,0.09,0.55,1900-01-01 04:47:00,1900-01-01 18:50:00,14,14.0,14.0,10.0,48.006115263556225,65.75713493377022,73.4663164138612,96.39115281986984
1,2014-05-03,67,46,57,37,48,8,0,446,1851,0.0,0.0,29.07,29.77,13.8,28,14.7,2014,3,May,0,0,0,0,0,0,0,0,0,18,63.0,47.0,56.0,0.04,0.09,1.16,1900-01-01 04:46:00,1900-01-01 18:51:00,14,14.0,14.0,10.0,47.05414092598794,48.006115263556225,82.6526927433545,86.41171421696203
2,2014-05-03,68,49,59,39,49,6,0,446,1851,0.0,0.0,29.13,29.77,13.3,28,14.1,2014,3,May,0,0,0,0,0,0,0,0,0,18,57.0,50.0,55.0,0.0,0.001,1.04,1900-01-01 04:46:00,1900-01-01 18:51:00,14,14.0,14.0,10.0,47.373621203801434,47.05414092598794,65.75713493377022,103.69345238407767
1,2014-05-04,58,44,51,29,41,14,0,444,1852,0.0,0.0,29.31,30.01,4.8,3,10.0,2014,4,May,0,0,0,0,0,0,0,0,0,18,59.0,63.0,56.0,0.0,0.04,2.03,1900-01-01 04:44:00,1900-01-01 18:52:00,14,14.0,14.0,10.0,42.4765812826728,47.373621203801434,48.006115263556225,100.0
2,2014-05-04,61,47,54,31,43,11,0,444,1852,0.0,0.0,29.37,30.01,5.6,4,11.1,2014,4,May,0,0,0,0,0,0,0,0,0,18,51.0,57.0,46.0,0.0,0.0,0.09,1900-01-01 04:44:00,1900-01-01 18:52:00,14,14.0,14.0,14.0,41.27138660661729,42.4765812826728,47.05414092598794,73.4663164138612
1,2014-05-05,55,43,49,34,42,16,0,443,1853,0.0,0.05,29.26,29.98,12.6,5,13.1,2014,5,May,0,0,0,0,0,0,0,0,0,19,54.0,59.0,47.0,0.0,0.0,0.09,1900-01-01 04:43:00,1900-01-01 18:53:00,14,14.0,14.0,14.0,56.01290017599175,41.27138660661729,47.373621203801434,82.6526927433545
2,2014-05-05,59,45,52,36,44,13,0,443,1853,0.0,0.01,29.31,29.98,12.5,5,13.8,2014,5,May,0,0,0,0,0,0,0,0,0,19,49.0,51.0,50.0,0.05,0.0,0.001,1900-01-01 04:43:00,1900-01-01 18:53:00,14,14.0,14.0,14.0,54.26763107665069,56.01290017599175,42.4765812826728,65.75713493377022
1,2014-05-06,63,41,52,34,45,13,0,442,1855,0.0,0.0,29.21,29.95,12.6,7,13.7,2014,6,May,0,0,0,0,0,0,0,0,0,19,52.0,54.0,63.0,0.01,0.0,0.04,1900-01-01 04:42:00,1900-01-01 18:55:00,14,14.0,14.0,14.0,50.11514475633106,54.26763107665069,41.27138660661729,48.006115263556225
2,2014-05-06,63,45,54,38,47,11,0,442,1855,0.0,0.0,29.26,29.94,12.9,7,13.7,2014,6,May,0,0,0,0,0,0,0,0,0,19,52.0,49.0,57.0,0.0,0.05,0.0,1900-01-01 04:42:00,1900-01-01 18:55:00,14,14.0,14.0,14.0,54.56816098918641,50.11514475633106,56.01290017599175,47.05414092598794
1,2014-05-07,78,48,63,42,50,2,0,441,1856,0.0,0.001,29.1,29.82,7.5,8,8.9,2014,7,May,0,0,0,0,0,0,0,0,0,19,54.0,52.0,59.0,0.0,0.01,0.0,1900-01-01 04:41:00,1900-01-01 18:56:00,14,14.0,14.0,14.0,46.195229851440786,54.56816098918641,54.26763107665069,47.373621203801434
2,2014-05-07,80,52,66,47,55,0,1,441,1856,0.0,0.001,29.15,29.81,6.3,10,9.3,2014,7,May,0,0,0,0,0,0,0,0,0,19,63.0,52.0,51.0,0.001,0.0,0.0,1900-01-01 04:41:00,1900-01-01 18:56:00,14,14.0,14.0,14.0,50.340237424792925,46.195229851440786,50.11514475633106,42.4765812826728
1,2014-05-08,89,51,70,55,63,0,5,439,1857,0.0,0.1,29.08,29.8,13.7,21,14.2,2014,8,May,0,0,0,0,0,0,0,0,0,19,66.0,54.0,54.0,0.001,0.0,0.0,1900-01-01 04:39:00,1900-01-01 18:57:00,14,14.0,14.0,14.0,58.99705880717164,50.340237424792925,54.56816098918641,41.27138660661729
